id	occurrences	char	shape_hex
g239	496	莢	6aeba9bffffe019a406aaea9bffffe0e2cb02f6df8266d9801be406fd7f92e00b8000000
g240	486	聴	bfeae97bbffe3baae93fbffe3bbbae3fbffe3baae93baba87fbb6a7beba90387f4000000
g241	484	内	002c00002c003ffffe3aaeae383e0e38bb4e3bd2ee3a409e38000e3800ae3800bd000000
g242	484	各	00b00006ffe02faad01ad2c000ff406bebe93faafc0ffff00e00b00ffff00eaab0000000
g243	476	甲	1aaaa82ffffc2c2c2c2ffffc2eaeac2c2c2c2ffffc2eaeac182c18002c00002c00000000
g244	474	削	22c82c7adeec2eeaec2aeaec3ffeec3aaeec3ffeec3aaeec3ffc2c386cac3838b8000000
g245	474	勝	3faba83babb83babb83ffffe3baeb93bfbae3faba87baff8b38b3877aeb82758b4000000
g246	470	俺	0a0b000efffe2dbef93efa79bdeba83cebb82cfff82cebb82cfff82cebae2c07fd000000
g247	470	羽	6a96a9bfebfe20e20e78e78e1de1de01e01e0be0be2de2de74e74e0ae0ae0bd0bd000000
g248	464	樹	0e2c2c0ebfac3faebe2ebfad2f6a6c3ffbecbebfbc2e636c0e7b6c0e7bac0eba78000000
g249	464	同	3ffffc3aaaac3aaaac3bffec38002c3affac3aebac3aebac3affac3800ac3800b8000000
g250	462	落	6aeba9bffffe15a6402dbff809feb8395ee06ebef904fabc1ebff878bab820bff8000000
g251	458	次	103400797aa81fbffc01f62c01eb38064b280b0f802e2ed07878e025f47d009018000000
g252	456	得	026ff80b6eb82d2ff8266eb80b5aa42e3ffcbe2ab81ebffe0e6ab90e1ab00e02e0000000
g253	456	斐	6aeba9bfebfe2aeba82aeba86febfe24aa003ffffc2baae802eb806bffe93e42bc000000
g254	452	車	2aaea83ffffc1aaea42ffff82eaeb82eaeb82ffff81aaea4bffffe6aaea9002c00000000
g255	448	澄	28fe741eafe912befdb6fab825da9d00bff828bab82cbff8387ab4b5aee972fffe000000
g256	444	差	0782d03ffffc2aaea82ffff81aaea4bffffe6baaa90bbff82e6ba47aaba913fffe000000
g257	442	火	0038000038002438247838782d38b008786000bd0002ef400b87d07e01f9280028000000
g258	442	利	6ab80e3feace02c2ce3ffece2beace0ff6ce2eeace7ad2ce26c00e02c0ae02c0bd000000
g259	440	奴	0e0aa80e0ffc3ff62c2ebb2c2cb76838e3b83ad2f01f81e00bd7f47ebf6d242818000000
g260	436	難	6ee6cdbffaed2ee7fe3bbbb93bbbfe2ba7b93ff3b96ba7febffbb86ee7fe24a3a9000000
g261	428	両	6aaaa9bffffe2abaa83ffffc38382c3bbaec3bbaec3bbaec3bffec3800ac3800b8000000
g262	426	然	0ea2e81ff2dd2ebae9baeffe2ed3e00b8bf06e1e78282d2d1404182ceb2c64b34d000000
g263	424	助	2a92c03fe2c038e6e93febfe3ae2ce38e2ce3fe28e3ae38e3ae74ebffbae6806b8000000
g264	422	敏	2ea4d02ff9e0baa6fe6ffbee2cebeebffded6eb8bc2eb8b83ffdf825b7ee00e248000000
g265	418	五	2aaaa83ffffc0038000074001abaa02ffff000e0b002c0b00280b06baab9bffffe000000
g266	408	望	0b0bfcbffbac6eabac2c0bfc2feb6c0a96383ffffc2aaea82ffff86aaea9bffffe000000
g267	404	飛	3fffe82aaae42b7ae82f7aed0b38b83fffed2bbad80a3aed1e3ac86c3aee2438b8000000
g268	402	受	6aaaf83fffa92d382c6eaeb9bffffebaaaae0ffff002d2d000bb406bfbe93a81bc000000
g269	400	直	6aaea9bffffe26aea03bfff03baab03baab03bfff03baab03aaaa03ffffe3aaaa9000000
g270	398	階	bfb8e4bbbefeb779e4babeeebab9bdb74740b3bffcb7baacbb7aacb53ffcb03aac000000
g271	392	径	027ffc0b6eac2d1e782647e00bafb92e2928be02c01e3ffc0e2ae80e6ae90ebffe000000
g272	392	転	0b06a8bffbfc6ba000bffaa9bbbffebbb2c0bff3846ba7a8bffb2c6baffe0b0a88000000
g273	390	市	003800bffffe6abaa90038002ffff82ebab82c38382c38382c39b82c38f4003800000000
g274	390	男	2ffff82eaeb82ffff82eaeb82ffff8002c003ffffc2abaac02e02c6f86bc2903f4000000
g275	382	倒	0aaa0e0effae2db5ae3deaaebefbae3c38ae2cbaae2cffae2c380e2dbfae2efa6d000000
g276	382	技	0e02c00e2ae9bffffe6e82c00ebffc0feeb8be1e746e0bb00e03e06e6fb93d2928000000
g277	380	臨	bfeba9bbaffeb3aea8bfebacbaebfcb0e6a8bfefbebb9ebab38ebabfefbeba9e7a000000
g278	378	察	6aaea9bffffebb91ae1fbef8baeea01f86f97effe86aaaa96aaee96eade474b82d000000
g279	376	些	02c3802ec3a82efbe82ee7842ee78ebffbfe6901a80ffff00aaaa06aaaa9bffffe000000
g280	374	裏	2aaea82aaaa82ffff82eaeb82eaeb81aaea42ffff86aaea96befb9baebf40be4bd000000
g281	372	採	0e2ab80e2fedbfea9d6e99980e82c00feffcbe1bf86e0bf80e7eed6e26c43d02c0000000
g282	370	終	0d0e006c2ff8babeb83f5ab02e47e07eafb9beea282a43d07b8980aadfa05e82a0000000
g283	368	修	0a2ea90e3ffe2ebe383e97f4bebfbd3e99a82eafa02e8ab82eafa82daefd2c2f90000000
g284	362	達	246ba4786ba428fffc00bae868fffcbc6ba42c6ba42cfffc2e4b00bbfffd20aaa8000000
g285	362	返	24aabc78ffe928eaa800fffc68ee38bcebb02ecbe42dee7d2e9404bbfffd20aaa8000000
g286	360	俯	0aaba90efffe2de5183ceb2cbceefe3cfead2cfeac2ceebc2dde6c2ece6c2d8e38000000
g287	360	選	26faf879b9b82aeae801f9f868bae4bcbae42efffc2dbab82eb8b8bbfffd20aaa8000000
g288	358	傷	063aa90bbaa90e7ffc2e3aac7e3aac6e2aa80efffe0ebaa90eeeee0e7aee0e1a7d000000
g289	358	排	2c0ee02c6ee9bfbefe6e0ee02ebefc2f6ee8bc6ee96cbefe2c1ee06c6ce03824e0000000
g290	356	走	002c002ffff81aaea46aaea9bffffe002c00092ff80e2ea42e6c007feea925bffc000000
g291	356	層	2ffffc2eaaac2ffffc2c75d02efffc2eebac2eebac2daaa838eab8b8eab820fff8000000
g292	352	瞰	69fea0beb9b0bababebfffedbaeeecbaeeecbeeeb8baeeb4beeeb8baeeee600e88000000
g293	350	白	00a0001aeaa42ffff82c00382c00382ffff82eaab82c00382eaab82ffff82c0038000000
g294	342	放	0b02802ba2c03ff3fe2c0bad2fff6c2eb7b82cb2f02cb1e038b2f8b6bb6e22d908000000
g295	342	第	0ba7a92ffffe79da742ffffc1aaeac2ffffc2eaea93ffffe06fc6e7fac3d182c00000000
g296	340	繰	0d2ffc6c2eacba5aa83f7fbe2e7baa7eaaa9befffe2a6be97b8bf4aaeeed5e96c8000000
g297	338	換	2c2ea02cfff0bfbae86ebffc2ebaec2fb9acbcaba96cfffe2c0bd06cbdb9387428000000
g298	332	悪	2aaaa93ffffe1aeba82eebac2ffffc1aeba8bffffe6aaea92adeec7aeaee21ffd9000000
g299	332	類	2b5ffe7feae96babfc6febacbbbbfc161bac6babfcbffbac1f8bfc7eeaa9249a59000000
g300	328	側	0aff0e0eebae2debae3cffaebcebae3cffae2cebae2cffae2caa0e2deb6e2c922d000000
g301	328	独	1982c02fc2c01f6ffe7faeee27aece07eeee2feffe7ac2c412c2dc1b9afe0e6fed000000
g302	328	野	bfebfcbba6bcbfe7b4bba2e4bfeffe6b9aee6b90fcbfe0e80ba0e0bfe6e06903d0000000
g303	324	木	002c00002c002aaea83ffffc007e0000bf4002ffd02fadf87e2c7d142c14002c00000000
g304	324	低	0a6ab80ebfe82db2c03cb2c0bcbffe3cbae92cb0e02dbea42ee9ba2caabe2cffdd000000
g305	310	氏	1aabe02ffea42c0e002c0e002ffffc2eaba82c0b002c07442c278d6ffaedbe80b8000000
g306	308	凄	01aba926fffe2daba408abb802fffe04abb81eaba42efffe3878a075afe910f96c000000
g307	304	択	0e3ffc0e3aacbfb82c6e7aac0e7ffc0fb8e0be38a06e78b00eb0386ef02d3d6018000000
g308	298	術	092e691d2e7e78ff8066aea91eaebe7cef2c7cef6c2deeac2eaeac2d6c6c2c2c38000000
g309	292	命	00280000be0006eb906febf92affa80aa6a40ffbf80ebb380ffbb80eab60000b00000000
g310	290	脱	3fa8283b9db43bbffc3fbaac3bb82c3bbffc3faee87b9ee0b3ace977f8ee27a0bd000000
g311	288	万	6aaaa9bffffe02c00002eaa402fff802c0380380380740380b00387d06b42403e0000000
g312	284	恐	6a7ff0bfbab00e3ab00e7bb9bff6ba64a07d0014002aee182ec9bc7aeaee21ffd9000000
g313	280	早	2ffff82eaab82ffff82eaab82ffff81aaea46aaea9bffffe002c00002c00002c00000000
g314	276	官	002c00bffffebaaaae6fffe90eaae00fffe00eaa900ffff00eaab00ffff00eaab0000000
g315	274	負	02ea401bff807eafa42ffff82eaab82eaab82ffff82eaab82ffff86f82f93e41bc000000
g316	268	絞	0602c02e1ae9b9affe2f8a741e9d287ef92d3fab782a87e07ad2e0aaafb95e6d28000000
g317	266	怨	0ea6a82ffbfc7dbb2c1bab780bcb0d7e4bfe2406a82aee182ec9bc7aeaee21ffd9000000
g318	264	務	3feba92aeffe1aee381f9bf4bffaf96fba6c2feba87f4ffc7b07ac2b2fac1e18b8000000
g319	262	型	3ffd8e2ebace6ebacebffece1eb18e2cb07e042c282ffff81aaea46aaea9bffffe000000
g320	256	末	0038002abaa83ffffc0038001abaa42ffff801fe0007ff906f7af9293868003800000000
g321	256	格	0b0e000b1ffc3ffeac2b9bb80f8be02feebd7b6aa81b2ffc0b2c2c0b2ffc0b2eac000000
g322	252	毛	2aabf02ffaa40038002abff83ffaa40038006abffebffaa9003809003aae002ffd000000
g323	248	浩	28b2c01ebae825fffc78a2c01dfffe00aaa90a6aa80ebffc2db02c78bffc24baac000000
g324	244	避	24a93878fffe28eeed00feac68eafebefeb92ebbfe2dbeb92e7938bbfffd20aaa8000000
g325	242	道	2429d07afffc28aea400eab868fff8bceab82ceab82cfff82eaaa4bbfffd20aaa8000000
g326	240	都	0b03fe2babae3ffb9d6bbba8bfffb86be79d3ffb8e2ebb9e2ebbbd2ffba42ebb80000000
g327	238	屋	2ffffc2eaaac2ffffc2eaaa92ebab92eeafd2eff982daba83afffcbaaba923fffe000000
g328	236	姿	783aa86dbffc089b281e1fa47ebaf924a0686afaa9bffffe07e2d06affe93fa5bc000000
g329	230	潜	28b9b91eb9b925fefe78bdb81edbee00aba80abffc0ebaac2dbaac78bffc24baac000000
g330	230	門	3febfc3aebac3febfc3aebac3febfc38002c38002c38002c38002c3800ac3800b8000000
g331	228	録	1e2ffc2b9aac76cffc7faaad2e7ffebfd6c86eaeedaecaf43f6ef86feadd7a9b84000000
g332	228	弱	bfeffc6aeaac2ae6ac3febfc7a9ba8bfeffc74ea2c2ae6ac6eebec2ae7ac0f82f4000000
g333	224	◯	01aa400a00a0240018200008a0000a800002a0000a2000082400180a00a001aa40000000
g334	220	御	09b0a91efefe79edee66adee1efeee7c2dee7eeeee2eecee2eeee82ef9e02c00e0000000
g335	220	炉	0e3ffe0e6aa93b9aa93b6ffeae2c0e0e2ffe0e2eae2f6c002eb80079b800202000000000
g336	220	陰	bf8280bb9be4b7b96eba2be8ba1aa4b75ab4b3bffcb7aaa9bbaeb9b56eadb03fa9000000
g337	216	民	2ffff82eaab82eaab82ffff82c0e002eaea82ffffc2c0b042c638d6ff2edbe40b8000000
g338	216	詰	3fc2c02aaae9bffffe6a92c03feffc2a9aa82aaffc3feeac3aec2c3feffc3aaeac000000
g339	214	点	003800003ffc003aa81abaa42ffff82c00382eaab82ffff81400142ceb2c64b34d000000
g340	212	品	0ffff00eaab00e00b00ffff00aaaa06a96a9bfebfeb0eb0eb0eb0ebfebfeba9bae000000
g341	210	北	00e38000e38000e3842ae3ad3fe3e400e38000e38001e3806fe38939e3ae00e2fd000000
g342	210	題	3fcffe3acae93fcbfc3acbac2a8bacbfebfc6b9bac2bebfc3b9b69bfaaad66fffc000000
g343	210	販	3feffc3aeea83aec003feffc3aeeec3feeec3aeeec3fecf82aacb47afbed249a58000000
g344	210	整	6ba3a96babfe3feaec3ba1f86febae2b52083ffffc2aaea80b2ff06baea9bffffe000000
g345	208	文	002c002aaea93ffffe0b00b00380e00282d001e780007e0001bf406be7f92e00b8000000
g346	208	伺	029aa907affe0b2a9e2e3fee7e1a8e6e2fce0e2ece0e2fce0e1a8e0e006e0e003d000000
g347	208	家	6aaea9bffffeb6aa9e6bffe91afd500b9ef02afb801e9be42afbbd1eab08003d00000000
g348	206	在	00b0002abaa93ffffe01d1800282c00b6ae86f3ffc3b02c00b02c00b6ae90bbffe000000
g349	206	消	2853881eb39d253bb8786ba81dbffc00baac0abffc0ebaac2dbffc78b06c24b038000000
g350	202	歩	002c000b2ff00b2ea06baea9bffffe062c602e2cb879fcb910aad06abf402fe800000000
g351	202	悩	0e62481e769e3b29ec3b90486a7aae6e3fae0e3ade0e3bee0e3a6e0e3ffe0e3aae000000
g352	202	房	3ffffc2aaaa82ffff82eaab82ffff82eaea42ffffe2cbaa438fff8bad6b82183e0000000
g353	200	好	0e0aa80e0ffc3fe0282ee0b42de0e03aeffe3adae91f80e00bd0e07ea6e02413d0000000
g354	200	遜	2afab41ebbe82475d078bba81af9f86abbeebeb7b80efaba1e91647bfffd20aaa8000000
g355	198	戻	3ffffc2aaaa82ffff82eaab82ffff82eaea42eaea82ffffc382f80bafaf927906c000000
g356	198	瞬	69aabebebfedba2aadbefffebaeaaebab9adbebefebaeeecba6efebeb9ad61e02c000000
g357	196	博	0e02e80e3ffe0e2ae9bfbaee6e7ffe0e3aee0e2ab90e3ffe0e2eb90e1eb80e04f4000000
g358	196	渡	28aba91efffe14ebb9b4fffe28ebb800ebf80deaa82eeffc2ace787babf9719e68000000
g359	194	活	28aafd1ebfa925038078fffe1daba9006ba80abffc0eb02c2db02c78bffc24baac000000
g360	194	系	2aaaf42fffa80474801ee2d00bdb6001fd787ffffd2abaad0779d46e38b938382c000000
g361	188	略	6a8e00bfeffcbaeeb8badbb4bfcbe4baeebdbaeaa8baeffcbfec2cbaaffc602eac000000
g362	188	護	bf6eb96a6eb9bfbab86abae8bfbae86a7ae86a7ffcbfaaa8baaeacbf8bb4ba6ebd000000
g363	186	練	180380a8bffeba6ba93e3ffc2a3bac7b7bacbebffc2e1fe06fbbb8aef7ad6d5384000000
g364	180	教	1b94d02fede02bbafe3fffee079bee6ff9ed7ab4bc2afcb83fe9f80ac7ee0b8248000000
g365	178	訓	3fce9e2a8eeebfeeee6a9eee3fceee2a8eee2a9eee3fecee3aecee3ff8ee3a989e000000
g366	176	抽	0e02c00e02c0bfeae96ebffe0ebace0ffaeebe3ffe6e3ace0e3ace6e3ffe3d3aae000000
g367	176	勇	2ffff01beae01affe82eaeac2ffffc2eaeac1abaa83ffffc2afaac6be6ac2e43f8000000
g368	176	路	3fce003aeffc3afeb83febb42b8be43baebd3beaa83b2ffc7bec2cbeaffc602eac000000
g369	172	政	6aa280bff2c002c7fe02cbad3aefac3afaec3ac1f83ac0f03ae6f87fffaeba0608000000
g370	170	室	002c00bffffebaaaae6ffff90aeaa01beaf80ffe641aaea42ffff86aaea9bffffe000000
g371	170	端	2c27982c3bacbf3ffc6a6aa9bbbffebb6ba97bbffe3ebaee6fbaee7ebaee10b5ad000000
g372	168	絡	0d0e006c2ffcbabeb83f5bb42e4be47eaebdbeeaa82a6ffc7bac2caaeffc5eaeac000000
g373	166	根	0e3ffc0e3aac3fbffc2e7aac2f7aac3fbffcbe7ac82e39fd0e38b40e7fad0eba58000000
g374	166	粗	1b4ffc3baeac2b8e2c6b9ffcbfeeac0f8e2c2fdffc7f8eac2b0e2c1b1ead0b2ffe000000
g375	164	隊	bfa864bbaeb8b7bffcba1b84babeecb76bf4b3fef4b7abfdbbbeedb52ae4b00b80000000
g376	162	令	00280000be0006d7906faaf92bffe81aaaa02ffff00038b00039b00038e0003800000000
g377	162	美	0782d03ffffc2aaea82ffff81aaea4bffffe6aaea93ffffc2abfa86be7e93e40bc000000
g378	162	岸	242c183ffffc2aaaa8bffffe6eaaa92cfff82caba42aaba93bfffeb40b00200b00000000
g379	160	天	1aaaa42ffff8002c00002c003ffffc2abea800bf0001fb8007d2e06f40b9290028000000
g380	158	待	0242c00b7ffc2d2ae826aae90bbffe2e00b0bebffe1e6ab90e2db00e0ab00e02e0000000
g381	158	業	1de3a86eebb9bffffe2aeae83ffffc1aaea42ffff86aaea9bffffe6aeee97e2c7d000000
g382	158	運	26fffc7aebac29bff800aba468ebb8bcebb82cfff82daba82faba8bbfffd20aaa8000000
g383	156	被	0e02c00e3ffe3ffaee2bbac90bbffc2efbacbfbbac1ebab80e75f40ebbf90e2a5c000000
g384	154	吹	000d00bf0ea9bb2ffebb3d8ebb76edbb12c8bb03d0bb0ba0bf1e78b07d2d002418000000
g385	154	眠	bfbffcbbbaacbbbaacbfbffcb3bac0bbbae9bfbffeb3b8e0bbbab9bfbf7e60f82d000000
g386	152	優	0afffe0e6ea82dbaac3cbaacbcbaad3ceaaa2cbaac2c6a942dbffc2c9eb82dfebd000000
g387	152	燃	2c38b82d7fbaafbbb9aefffeaceeb42cbdf82c2aed2ebb8d3f5104b5baec20eace000000
g388	152	幕	6aeba96aeba90ffff00eaab00eaab00aeaa0bffffe6faef97fffed0b2de0062c80000000
g389	152	酷	bfeee06eaee86eaffcbfece0aebffebeeaa9aaaaa8bfeffcbaee2cbfeffcb00eac000000
g390	150	惨	0e0b141e2ea83b3fdc3baae96aafb96e7dad0e2b900e1ab40e2fa80eaaf90e7e90000000
g391	150	標	0e3ffe0e2ba93fbffe2e7bae2f7ffe3f9aa8be5aa82e3ffe0e26d80ebade0e5384000000
g392	150	島	1aea902fffe02eaae02eaae02fffe02eaaa92eaaa92ffff862c638bfffb8baabb4000000
g393	150	賢	3ffbfc3ae76c3ab1f43aebb92aa6182ffff82eaab82eaab82eaab81bffe47e82bd000000
g394	150	声	6aaea9bffffe1aaea41aaaa42ffffc2eaeac2eaeac2ffffc2c0018780000240000000000
g395	148	乱	2ad3803fa380038380bffb806ba7800383803ff3803ab3843ab38e3ff3ae3802fd000000
g396	144	途	242fe079f8bd28bff8002ba068fffcbcaba82dbb792cab282e5e00bbfffd20aaa8000000
g397	144	易	2ffff82eaab82ffff82eaab82ffff80baaa96ffffe28eb0e02da0e1b9eae0a28f8000000
g398	142	与	0b00000bfff80baaa41eaaa02ffff01800b06aaab9bffffe0000e001aad000ff80000000
g399	142	狭	1982c02fdae81f6ffc7f9ad8279ff807eae92ffffe7ac7e012cbb41bae3d0e5818000000
g400	142	詳	3fca182a8768bfeffe6a9ae93fcae82a8ffc2a80e03feffe3adae93fc0e03a80e0000000
g401	142	試	bf82e86a42ddbfeffe6a9ae9bfaae06a7fb06a6cb0bfacb0baaf7abfba3eba401d000000
g402	140	収	00eaa82ceffc2ce62c2ceb2c2ce7682ce3b82ce2f06fe1e0bae7f400ff6d00e818000000
g403	140	花	02c380bffffe6aeba9018a4002de101b8eb87f0fe02b0e000b0e090b0eae0b0bfd000000
g404	140	松	0e0d700e0eb03fac382eb82d2fb65d3f8380be47402e0b280e0e280e2efd0e3fad000000
g405	138	古	002c00002c00bffffe6aaea9002c001aaea42ffff82c00382c00382ffff82eaab8000000
g406	138	忘	002c00bffffe6eaaa90e00000faaa407fff815ad042eca683ec4ed7aeaed25ffd4000000
g407	138	容	002c00bffffebaaaae6b82e92e797816eb806faaf96ffffa0e00b00ffff00eaab0000000
g408	138	検	0e0b800e6ee43ff42d2ebff42f6ba03ffffcbeb3ac2ebffc0e0bd00ebef90e6428000000
g409	138	流	1d03800bbffe226ea9782c281dbffe006a880a3bb80e3bb82d7bb879f3ba2493ad000000
g410	136	廊	2aaea93ffffe3ae9a93bfefe3baece3baee83bfeed3baace77aaeeb7fed82baec0000000
g411	134	打	0b00000b0ffe3feae92b90e00b50e00be0e0bf40e02b00e00b00e02b06e02e03d0000000
g412	134	簡	0ba7a97ffffe3adab83aebac3aebac3febfc39aa6c3aebac3aebac3affac3800b8000000
g413	134	故	0e03400e0780bfebfc6eafb80e2f38bfebb8bae2f0b0e2e0bae7f4bfefbdb00918000000
g414	132	土	002c00002c00002c002aaea83ffffc002c00002c00002c00002c006aaea9bffffe000000
g415	132	我	6ade503f9eb4038e20bffffe6baba903a7b81be7f47f82e41787e92b9fbe2f6d78000000
g416	132	障	bfaba8bbaeb8b7aeb9ba6aa9ba3ffcb77aacb3baacb7bffcbbaba9b56ba9b00380000000
g417	128	省	0138801b39e0bdfabd206b586afea03eaab00ffff00eaab00eaab00ffff00eaab0000000
g418	128	造	24b38079fff828aba402fffc69aaa8bcbff82cbab82cbff82eaaa4bbfffd20aaa8000000
g419	128	悲	6ab3a9bff3fe2ab3a82ab3a86bf3fe2eb3a90004002aee182ec9bc7aeaee21ffd9000000
g420	128	葉	6aeba9bffffe0aa290bffffe0ebae00eaaa40aaea43ffffc2affa86beef9292c68000000
g421	126	環	6abffebfbaee2cbffe2c6aa9bf6aa96e3ffc2c3aac2e2fec6fbfbdb86b39000b18000000
g422	124	床	002c003ffffe3aaba9380b003afffc39afa8382fd038bff476eb7db18b18200b00000000
g423	124	肉	0038003ffffe3abaae39be0e3fdbee3a39ae387e0e3aebee3b819e38006e38003d000000
g424	124	欲	0992802db6e9256afe07d3ae2ebabdbebdb82ff8b02c38f42ebaf82ffb9e2c0248000000
g425	124	扱	0e2aa40e3ff8bfec386eacb80eadfc0fee2cbe3bb86e3af40eb6f46eeb6d3d6618000000
g426	122	血	00740001e0003ffffc3aebac3acb2c3acb2c3acb2c3acb2c3acb2c7aebadbffffe000000
g427	122	済	2803801efffe25bebd781eb41dbebe00781d0a3ffc0e3aac2d7ffc78baac24602c000000
g428	122	降	bf9ea4bbbeb8b757a0ba6ff9ba3aacb76ae8b3aee8b7aee9bbbffeb502c0b002c0000000
g429	120	広	1aaea92ffffe2c08002c0e002c2c002c28402c79e038b0b438e6b8b7ffed22a408000000
g430	120	遠	24aba878aba82afffe00aaa868eaacbcfffc2c2fe82dfbb92e9b28bbfffd20aaa8000000
g431	118	交	002c002aaea83ffffc0241801b82e47b82ed21e788007e0000bf406be6f92e00b8000000
g432	118	三	1aaaa42ffff80000000000000aaaa00ffff0000000000000000000bffffe6aaaa9000000
g433	116	久	02c00002ea8003ffc00b42c02e0780180b00002e00007e0002e7806f81f92e0078000000
g434	116	便	0a6aa90ebffe2d6ba93cbbaebcbffe3cbbae2cbffe2c17802c2f402cafe92cb8bc000000
g435	116	般	0e0bf03fcbb43acfba3eeebe7ae828bfeffc3adabc3acbb87ac2e0b6ebf9279e28000000
g436	116	具	0ffff00eaab00ffff00eaab00ffff00eaab00ffff06aaaa9bffffe6f41f9290068000000
g437	116	真	6aaea96aaea90ffff00eaab00eaab00ffff00eaab00aaaa0bffffe2b41e81e00b4000000
g438	114	慎	0e6ba91e6ba93b3ffc3bbaac6a7aac6e3ffc0e3aac0e2aa80ebffe0e6d790e2828000000
g439	114	員	0ffff00eaab00ffff01aaaa42eaab82ffff82eaab82eaab82ffff86f82f93e41bc000000
g440	114	域	2c02e82c02dd2cfffebfaae96ebfd82cbaee2cbefc2f69b8beaef9a4ebfe000b5d000000
g441	114	鍵	2c64e03ebbfca776edbeb3fe2dfaecbf3ae86e3bfcae7ae97eb6e96f7ee9baabfc000000
g442	112	傍	0a0b000efffc2dbab83daee9befffe3daba92cbff82c2ea42c2ff82db9b82ce0f4000000
g443	112	例	0aff0e0ebaae2dbaae3cbfaebcebae3dfbae2ddeae2c5eae2c2c0e2cb82e2c602d000000
g444	112	怖	0e2c001ebffe3b6ea93baac06abffe6ebeee0feece0e6ece0e2ede0e1ac80e02c0000000
g445	112	送	243838782cb028bffc006ba868aba9bcfffe2c0bd02cbdb92ea428bbfffd20aaa8000000
g446	112	討	3fe0382a9038bfeffe6a9ab93fe6382a97782a92b83fe1383ae0383fe1b83a90f4000000
g447	110	領	0b6ffe1e9ae929dffcbffeac1a5ffc3feeac2eeffc0eeeac0feffc0e9b690e1e19000000
g448	108	典	00eb001aeba42ffff82ceb382ffff82eebb86eebb9bffffe0241806f82f939006c000000
g449	108	認	bfbffe6a6aeebfee8e6a8b8ebfaeee6a48986a4ae0bfae5dbafe19bfaeb8ba4bf4000000
g450	106	嗅	000b003fbffc3bbaac3bbaac3bbffc3bbaac3babb83bbffe3fafe938adb900782c000000
g451	106	参	00a1d02beae02ffff82abaa83ffffc6b9ae93bbaac01ab801ff9a02aafe41ffa40000000
g452	106	仮	0abffc0ebaa82db0003cbffcbcbbac3cbb2c2cb7782ce3b42de2f02eefbd2c9a18000000
g453	106	距	3feffe3aeea938ee003feffe2b9eae3b9e0e3beffe3b8ea97bee00bf9ffe600ea9000000
g454	104	亡	002c006aaea9bffffe0e00000e00000e00000e00000e00000e00000bfff802aaa4000000
g455	104	捕	0e03b80e6ba9bffffe6eaba80ebffc0ffbacbebffc6ebbac0ebffc6eb3ac3db278000000
g456	102	従	0924281d2d787808a0666ae81ebffc7c03807c53fc2cb3a82cb7802dffa92c9bfc000000
g457	102	座	2aaea93ffffe38962438eb383afbbd3a6b993aaba83bfffc740b00bbfffe26aaa9000000
g458	102	搬	2c38b82cfeb8bffaaa6eeeee2eeb982ffefebceaae6ceaed2dea786edabd389d99000000
g459	102	協	2c6ba82cbffc2c2e2cbf78bc6e10642cb0b02cfefe2caeae2caeae2ceeee2deeed000000
g460	100	善	0781e03ffffc1aaea41aaea4bffffe076ca0bffffe1aaaa42eaab82ffff82eaab8000000
g461	100	捜	0e03800e3ffcbfbaac6e7ffc0e7aac0faba8be3ffc6e3ebc0e1eb46e6be93d3a6c000000
g462	100	章	1aaea41baae4bffffe6aaaa92ffff82eaab82eaab82ffff86aaea96aaea9002c00000000
g463	100	退	24fff878eab828fff800eab868fff8bce39d2ceaf82efebd2fa018bbfffd20aaa8000000
g464	100	羅	3ffffc3aebac3ffffc1a0b5dbe8ffe2fafb91eaffebffbb92b6bb97babfe6b6ba9000000
g465	98	査	002c003ffffc2affe86fadf9292c680ffff00eaab00eaab00ffff06eaab9bffffe000000
g466	98	息	00b0000ffff00eaab00eaab00ffff00eaab00ffff015ad042ec9ad7affea10aa84000000
g467	98	抗	0e02c00e2ae9bffffe6e8aa00e8ff00fceb0be0eb06e0eb40e2cba6e78be3d2428000000
g468	98	遺	24aba478ebb82aaba902aaa968eab8bceab82ceab82cbab42eb8b8bbfffd20aaa8000000
g469	98	漏	2afffc1feaac16fffcb6eaa92afffe02eae90efffe2efade2abbee7bbeee71baed000000
g470	98	疑	3a8ffc3e8aac3ae2b82fd1b43a8ffe7fcaeebb9ae83feefc1f9ec07eefe9245dbc000000
g471	96	鈍	0b42e41feffd78bac07fdeec1b8eec3feeec2b9ffc3baee82f9ac92be2ee3e91fd000000
g472	96	管	0ba7a97ffffe25d9746abaa9baaaaebbffee0baae00baa900bfff00baab00baab0000000
g473	96	互	2aaaa83ffffc02c00002fff003aab00740b00baae00fffc00902806aaba9bffffe000000
g474	96	腹	3fcea93aeffe3afea83feeac3aeffc3aeeac3fdba87aeffcb2ebb472ebe922ae6c000000
g475	96	窩	6aaea9bffffebacbad1fabf40eaab00e3ab0bffffeb2aa8eb3aaceb3ffeeb000fd000000
g476	94	族	0e0e006e6ffebfaea92c0ea82faffc2baac02bbffe3babe93b8bf4bbae7d275818000000
g477	94	遂	2464a079bae82afffc01af6468abb8bdfaf42dabee2ceac82e4b80bbfffd20aaa8000000
g478	94	満	29bab91ffffe14bab8b4fffc29aba902fffe0edb5e2eebae2aefee7ac06e72c03d000000
g479	94	駄	bfe2c0bb92c0bfdae9bbaffebfc2c0bb92d0bfe7e059abb4aeae78aebeed53e898000000
