id	occurrences	char	shape_hex
g480	92	住	0287400782800bbffe2e6ae97e02c06e2ae80e3ffc0e02c00e02c00e6ae90ebffe000000
g481	92	親	0b0ffcbfeeac6edffc6edeac6b9ffcbfeeac6f9ffc2f8bb8bbebb92b6eba0b187e000000
g482	92	鉄	0b45e01fdae878bffc7fede01b80e03feffe2b9ae93ba2f02f97f82bef6e3e9918000000
g483	92	慌	0b6eb92bbffe3b8aa43bbffeabaea9ab6ffc1b0aa80b2eec0b2eec0b7aea0b26dd000000
g484	92	策	0ba7a97ffffe25ed746aaea9bffffe1aaea82ffffc2c2d6c1abfa47faefd182c24000000
g485	92	純	0d02e46c7ffdba6ac03f7aec2e7aec7ebaecbefffc2a7ae87ba6c9aac2ee5e81fd000000
g486	92	航	0e02c03feae93afffe3ecaa07aeff0bfdeb03aceb03aceb47aecbab6ecbe279828000000
g487	92	巡	24521478b3ac28eb7801eb786aceb0bdeb782ceb782cb3ac2e9214bbfffd20aaa8000000
g488	90	米	082c202d2c780b2ce0052c50bffffe6abfa901ff800badf87e2c6d242c04002c00000000
g489	90	毎	0eaaa92ffffe7aaaa41ffff80e2c38bffffe6ebab91ebab83ffffc240ab0000be0000000
g490	88	非	00e3802ae3a93fe3fe00e3802fe3fc1ae3a806e3a93fe3fe16d380078380024380000000
g491	88	展	2ffffc2eaaac2ffffc2ebae82ffffc2ebae82ffffe2eeba93ac7b8bafee92ba96c000000
g492	88	改	6a9340bfe78000ebfe00efadbfff6cbaabb8b002f0b091e0b0e2f8bfeb6e2a8908000000
g493	88	索	6abaa8bffffc6abaa8bffffcb6b66c6beb6801fd787ffffd2bbad82f79f8283828000000
g494	88	覗	bfeff86aeeb8beeff869eeb8beeff8aaeeb8aaeff8beebb4a0ebb906eeba03d97d000000
g495	86	紙	0d1ab86c2fe8ba6ce03f6ce02e6ffe7eaeb9beecb02a6cb47baeb9aaef3e5eb81d000000
g496	86	塗	180b902ebab919efec796ba918bffe0a77a87e7ba8241a002ffff86aaea9bffffe000000
g497	86	滝	280b001efffc14bab8b5aee929aaa900fffc0debac2debac28fffc78ebae7007fd000000
g498	86	閉	3febfc3aebac3aebac3febfc38062c3aabac3bfffc38bf2c3feb2c3a2fac3819b8000000
g499	86	喜	6aaea96aaea92ffff81aaaa42eaab82ffff86baae96aaaa92ffff82eaab82eaab8000000
g500	86	秘	6b5e007e4b600e0638bf8bb46e6bb82fbbed3febc9be5b946e2f2c0ebfac0e67f8000000
g501	84	曳	0038002ffff82ebab82ffff82eaeb82ffff82eaea4180b78001be96afefe2ea06d000000
g502	84	争	00ea800bffc07e4b402ffff81abab8bffffe6abab92ffff81abab802b80002f400000000
g503	84	焼	0b1ae80b6ffc3bead43baee9bb3ffe1b0c280b6ffc0febb82dbab4783dba24287d000000
g504	84	月	0bfff00baab00b00b00bfff00baab00b00b00bfff00baab00e00b02d0ab0180be0000000
g505	84	逡	281d341ebffc246edd79bafe18aea869affcbeae740eabe91e79b87bfffd20aaa8000000
g506	84	璧	3feae83aeffc3febb97a9ae9beeffc6feae82aaaa82aaea82ffff86aaee9bffffe000000
g507	84	更	6aaaa9bffffe1abaa42ffff82ebab82ebab82ffff81bbaa406f8006befe97a02bd000000
g508	84	窮	6aaea9bffffebacbad1e42a42ba3fc3ab2ac3ab3fc7abba96bfbae6fb0ae29e0bd000000
g509	82	希	0be7e001ff402bebe81a78a43ffffe2beea90bfffc7faeac238eac038eb8000e00000000
g510	82	載	2ba3a82ba39dbffffe6baba9bffa882ba6ce3bb8ec3bb8b82ba4f6bffaee038a5d000000
g511	82	境	2c6ba82c6ee82caee9bfaaa96ebffc2cbaac2cbaac2fbffcbe0ee4a5bcee01e4bd000000
g512	82	印	6aeaa9be9ffeb00e0eb00e0ebfee0eba9e0eb00e0eb00eaebfeebdba9e00600e00000000
g513	82	顧	bffffe2aaae93abbfc3ffbac3aabfc2ffbac3eebfc3eebac6ffbfcaeeaa9aeaa9d000000
g514	80	吉	002c006aaea9bffffe002c002ffffc1aaaa80aaaa40ffff80e00380ffff80eaab8000000
g515	80	求	0039e00038b43ffffc2abaa82d3c600a3ef4023fd00bbae46e38bd29b81800f400000000
g516	80	邦	0383fe3ffbae2ba79d2ba7a83ffbb803839dbfff8e6bab9e0743bd1e03a4280380000000
g517	80	錯	1e0eb02baffc76deb87faeb92e7ffebfdaa86eaffcaeeeac3f6eac6feffc7aaeac000000
g518	80	京	2803801ffffe15aaa9b4fffc28eaac00eaac0dfffc2d539428b3ac79eb9d704f44000000
g519	80	育	6aaea9bffffe078ab42fffe81aa8000ffff80eaab80eaab80ffff80e02b80e02f4000000
g520	80	請	bf9ae86a5ae8bfeffc6aaae9bfaaa96a6ffc6a6eacbfaeacbbaffcbfacacba6cb8000000
g521	78	若	02c380bffffe6aeba901ba40bffffe6afaa906eaa47ffff827803803fff803aab8000000
g522	78	墜	bf9d74bbbffeba2b98bb5bf8b3aaf9bfaaedb61ae46aaee42ffff86aaea9bffffe000000
g523	76	東	002c00bffffe6aaea92ffff82eaeb82eaeb82ffff800bf401beee47e6cbd142c14000000
g524	76	突	002c00bffffebaebaeb2d39d2f67fc2939a43ffffc2abea802eb806f82f939006c000000
g525	76	象	07aa900bffe06eabe87eaeac2ffffc1abeb82faeb42aab801aafe92feb780a3e00000000
g526	76	係	0aaab40ebfa82d1a203cbdb4bc2ee83c0bad2dfffe2cab982c7bb82cb3ad2c1384000000
g527	76	超	0b0aa83feffc2b97ac2b9bbc3fe1642b0ffc3bee2c3f9ffc7f8aa8bbfffd206aa8000000
g528	76	肺	3f82c03baae93bbffe3f82c03bbffe3bbaee3fbace7bbaceb3bade77a6c82742c0000000
g529	74	救	03b4d003a5e0bffafe6ba7eeb7bfee27a1ed1ba4bc2fbdb8bb9df82b87ee0b4248000000
g530	74	補	0e03b80e2ba93fbffe2baba80a7ffc2fbbacbfbffc1e7bac0e3ffc0e3bac0e3a78000000
g531	74	霊	1aaaa41aaea43ffffe3aad9e3aad9e0aaaa40aaaa43ffffc1deb746eebb9bffffe000000
g532	74	費	2aeba82aebac2eeba83ffffe6b83ae2ffff82eaab82eaab82eaab81bffe47e82bd000000
g533	72	虫	002c00002c002ffffc2eaeac2c2c2c2eaeac2ffffc002c14002c282aaffd3ffaad000000
g534	72	台	00a00000e04002d0e0078ab87fffed2aa0092ffff82eaab82c00382ffff82eaab8000000
g535	72	枚	0383400383803ffbfe2bebad0bdf6c1ffbb87ba6f02781e00382f8039b6e038908000000
g536	72	候	0a0aa40e0ff82eeab93efffebecea83eeffc2eeae92eeffe2ec2e02dafb92c1d28000000
g537	72	迫	240a0078aea428fff800e03868fff8bceab82ce0382cfff82eaaa4bbfffd20aaa8000000
g538	72	溶	2803801efffe25eeae78adb81dab9d002ee40ab86e0e7ffc2d382c783ffc243aac000000
g539	72	深	28fffe1eeaae149ee9b4bdfe2866a800aba90dfffe2d1fe028bff879f7ad704384000000
g540	72	班	6a2da9bf2efe2c6c382cac38bfadb96eeefe2cac382e28386f3838b8b1b900a2fe000000
g541	70	似	0a60380eb5382dbb383cb3b8bcb2783cb0382cb0b02cb5b42dbef82deace2c0744000000
g542	70	捉	0e1aa80e2ffcbfec2c6eaeac0eaffc0fc2c0be26fc6e3ae80e3ac06ebfe93d66fc000000
g543	70	駆	bfeffebbaeadbfae9dbb6ee8bfacb4bbacb8bfeded56efcdaaed84aaeffe5baea9000000
g544	68	越	0b00e83fe0ed2b9ffe2b9ee93feeed2b0eec3beeb83faffa7f9eadbbfffd206aa8000000
g545	68	峰	0c0ba80c2ffcaeae78aeabf9ae9fb8aeaae9aeaae9aeaffcbfaae9aa7ffe5002c0000000
g546	68	魔	2aaea93ffffe3ae9b93af9f93bfbfd39a9643baeb83baeb876bba8baebad2b87fd000000
g547	68	尻	2ffffc2eaaac2eaaac2ffffc2c2c002effe02daee02c28e93874eebae0fe258068000000
g548	68	固	3ffffc3aaeac3aaeac3bfffc39aeac3affec3ac2ec3affec39aaac3ffffc3aaaac000000
g549	68	藤	6baae9bffffe2ba6983fafb83babb83ffffe3baa693fafb87b9ba0b7bbb927a75d000000
g550	66	叩	000ffebfceaebace0eb2ce0eb2ce0eb2ce0eb2ce0ebace7ebfce28b00e00000e00000000
g551	66	曝	003ffcbf3aacbb3aacb32eb8bb3ffcbf6eb9b36eb9b37aedbf2ae8ba7aed602388000000
g552	66	侵	0abff80e6ab82d6ab83cbff8bdaaa93eeaae2efffe2cb8b82c2ee02dafe92cf9bc000000
g553	66	母	0ffff80eaab80ebe386eaeb9bffffe0ea4382cbe382eaeb93ffffe241ab0000fe0000000
g554	66	狼	2643802fbffc2e3aac7f3ffc1b7aac0bbaac2fbffc77badd13b8f81bbf790eba28000000
g555	66	盤	2babf43ffbba3ab62d7bbffc7bb2acbabaf926e7682ffff82eebb86eebb9bffffe000000
g556	64	干	0aaaa00ffff00038000038006abaa9bffffe003800003800003800003800003800000000
g557	64	痛	0aaea91ffffebe6aa82ebffc0e1db42efffebdebae2cebae28fffe38e3ae18e26d000000
g558	64	烏	0afaa00ffff00e00b00ffff00eaaa00ffffe0eaaa90ffffe1aaaee3aeeee64ddad000000
g559	64	施	0e0e002e5ffe3fbea92c3ac02faee82baffc2bbeec3baeec3baed8bbaeae275ffd000000
g560	64	揺	0eaabc0ebfa9bfb69d6e65a80e7ffc0faae8bebffe6e6ae90eb2ce6ebffe3dbaae000000
g561	64	溺	2afefe1eadae10acaeb4fcfe25e9e902fefe29ad8e2ebeae3aeedeb6aeae70b83d000000
g562	64	歴	3ffffe3aeab93ffbfe3ae6b93af5f83fbfbe39e5b4398ba476cbf8b6eba92bfffe000000
g563	64	寒	6aaea9bffffe6aeba90aeba00bffe02aeba83ffffc1b65e47d6e7d22ea08006ad0000000
g564	62	売	002c00bffffe6aaea92ffff81aaaa4bffffebaaaae60f38903e3846f83ae3902fd000000
g565	62	条	01e0002bffe02fead005eb806bffe93e9abc2aaea83ffffc02ff906fadb9282c19000000
g566	62	歳	024ea0038ea0bffffe6aabad3ffffe3aaba93bfedd3ae6e87be9f9b6eefa22d76d000000
g567	62	刻	03802c6baaecbffeec1752ec7e76ec2ee6ec0b9eec6e7aec39f02c6bb9ac391cb8000000
g568	62	慣	0e2ffc1e6eed3b7bb93bbff86a6aa86e3aac0e3aac0e3ffc0e3aac0e2eb80e79ad000000
g569	62	油	2803801e038014aba9b4fffe28e38e00ebae0dfffe2de38e28e38e78fffe70eaae000000
g570	62	跡	3fc2c03adae93aeffe3fcb382b9b383baf3d3bfb3a3b2b397bca38beadb86018b4000000
g571	60	臭	01e0000ffff00eaab00eaab00ffff00eaab00abaa03ffffc2affa86bd7e92e00b8000000
g572	60	欠	0b00000baaa80ffffc2d182c782c38103e0000bf0001fb8007d2e06f40b9290028000000
g573	60	兄	0ffff00eaab00e00b00e00b00ffff00aeba002cb0002cb00078b096e0bae2807fd000000
g574	60	幾	1a2c743e6ee81f5eb82edeed3a5ba9bffffe6faba91f83b82ed2e978affe24396d000000
g575	60	黒	1aaaa42ffff82eaeb82eaeb82ffff82aaea82aaea8bffffe6aaaa92ceb2c64b34d000000
g576	60	居	2ffffc2eaaac2ffffc2eaba82ffffe2eaba92daba82efffc3ac02cbafffc22eaac000000
g577	60	訳	3faffc2a6eacbfec2c6aaeac3faffc2a6ce02a6ca03facb03ab8383ff82d3a6018000000
g578	60	巨	3ffffc3aaaa83800003ffff83aaab83800383ffff83aaaa43800003ffffe3aaaa9000000
g579	60	困	3ffffc3aaeac3aaeac3bffec387e2c39ffac3beefc3a6cac3aaeac3ffffc38002c000000
g580	58	惑	000e74bffffe6aaba93ae7b83fe2f82a97fa3f9bbd1599142edd6c7aeaee25ffd8000000
g581	58	塩	0e2ea90e3ffe0ebaa8bfbffc6e7aac0e3ffc0e2aa80fbffcbf7aecb8baed00fffe000000
g582	58	工	1aaaa82ffffc002c00002c00002c00002c00002c00002c00002c00bffffe6aaaa9000000
g583	58	撹	2cbb2c2c2678bfbffe6ebaae2e2eb82f2eb8bc2ff86c2eb82c1ee86cbdee38a4bd000000
g584	58	染	2e2c0009ffe079aee41828ee2eb4fe78a8682aaea83ffffc02ff906fadb9282c19000000
g585	58	尾	2ffffc2eaaac2ffffc2eaaf82efff42daea42ffff83eaea43bfff8baaeae201ffd000000
g586	58	融	bffce06aa8e03ffbfc3abbac3ffbac6aabacbffffcbaece8baacecb7eefeb3bbaa000000
g587	56	唯	000da0bf2de0bb7ffebbfae9bbbffcbb3ae8bb3ae8bb3ffcbf38e0b03ffe003aa9000000
g588	56	嗚	002ba8bfbffcbbb82cb3bffcb3baa8b3bffeb3baa9bbbffebfaaaeb0aeae00eead000000
g589	56	丸	00e00000e0003fffc02aeac001e2c00be2c002e2c402face079ace6e02fe2800a8000000
g590	56	魅	0b40903ff3fc3bb2e83ffbfe3bb6f93ff7f82abaed2ee8e43ae49ebafffe20aaa8000000
g591	56	拡	0e1ae90e2ffebfec506eacb00eace00fece0be2ec46e3adc0e3bae6ebbfe3d2688000000
g592	56	汗	1d2aa80b7ffc2202c07802c01d6ae900bffe0a02c00e02c02d02c07802c02402c0000000
g593	56	逢	283aa01efae0245ed07af9fd18eba869aba4bebff00eaba81eaba87bfffd20aaa8000000
g594	56	雑	2c0368bf8bb46f9ffe3bafb9bbeffc1e8bb8bfebb86f9bfc7fdbb06e8bfe0e0ba9000000
g595	56	昇	2ffff82eaab82ffff82eaab82ffff81ab4900fe8e06aeae9bffffe1bc0e00e40e0000000
g596	56	脚	3f38a93b38fe3bbeee3f79ee3bbaee3bffee3f38ee7bb9eeb3bafe77ffe826a6e0000000
g597	56	建	3f9ba82b9bac0b3ffe2e6bad3faffc179ba43b9ba42f7ffc1f83807efffd242aa8000000
g598	56	四	3ffffc3aebac38eb2c38eb2c38eb2c3acb2c3b8bfc3e02ac3aaaac3ffffc38002c000000
g599	56	隙	bf9ad8bbaaddb742b4baafe8ba7aacb77ffcb3baacb7aae8bb66d8b5b6deb01784000000
g600	54	含	007d006bebe93eaabc00aa000bffe006aad0007e402ffff82eaab82ffff82eaab8000000
g601	54	微	0938a01ebbb97abbbe6affec1e00ec7effec7deeb82cee382deebc2eceee2c8888000000
g602	54	健	0aa2c00ffbfc2daaed3ceffebef6ec3cb6e82cbbfc2dfae92deae92dfae92d9bfc000000
g603	54	登	0bf9d02aff982fe6f87ffffd19aa640ffff00eaab00ffff00bebe06aeba9bffffe000000
g604	54	骨	0ffff00eaab00ebff06ebab9baaaaebbffee0baae00baae00bffe00b06e00b03d0000000
g605	54	誤	3f83f82a7bb8bfbbb86a7aa43fbffc2a6aac2a6aad3fbffe3a89243fae7d3a5818000000
g606	54	論	be0b80692ee0beb4786afffdbe5a9469fffc69eeecbeeeecbafffcbeeeecb9e9a8000000
g607	52	並	0640900781e02aeae93ffffe00e38028e38d2ce3ac0ee3b804e3906aeba9bffffe000000
g608	52	縁	0d3ff86c2ab8ba6ff83faab92eabe97eaee8beebb42a6ab87babaeaaeee85e83d0000000
g609	52	裸	0e1aa80e2ffc3feaec2baaec0baffc2eeae8bfaffe1eabf90e1ff80e2eed0e06c4000000
g610	52	慢	0e3ffc1e3aac3b3aac3baaa86abffe6ebaee0e6aa90ebffe0e1e780e6bf90e2968000000
g611	52	号	0fffe00eaae00eaae00fffe06aaaa9bffffe03aa900bffe00600e0002ae0002f80000000
g612	52	溢	2874741ee02d15bff9b42aa028747401e02d0dfffc2deeec28eeec79eeed72fffe000000
g613	52	因	3ffffc3aaeac382c2c3bffec3abeac38bf2c39e7ac3bd2ec3aaaac3ffffc38002c000000
g614	52	球	6a03a8bf039d2cfffe2cabadbfb7ad6e23f42c37e02eb7b8bfe3ae24ab88000f40000000
g615	52	塞	6aaea9bffffe6aeba90aeba00bffe02aeba83ffffc6b59e93affac1aaea42ffff8000000
g616	50	八	01414002c38002c38002c3800382c00382c00b41e00b00e01e00b47c003d240018000000
g617	50	症	0aaea91ffffebeaaa82efffc0e03802eb3a8bdb3fc2cb38028b3803bfffe1aaaa9000000
g618	50	模	0e6eb90ebffe3faeb82e7aac2f7ffc3fbaacbe6ba82ebffe0e6be90ebef90e7868000000
g619	50	溜	286da91ebafe25b5ee78baee1dffde00aaad0abffe0ebbae2dbbae78bffe24baae000000
g620	50	派	28aab81effe914e024b4fffd28ebb400ebba0debb82deb7428eb387acb2e708b08000000
g621	50	埋	2c6aa82cbffc2cb3acbfbffc6ebbac2cbbac2cbffc2f6ba8bebffca4aba900fffe000000
g622	50	盗	783aa86dbffc049b280a0b642f6fe079f4bd2aaaa82ffff82ceb386eebb9bffffe000000
g623	48	斜	0741380fdbb82db6b87aba382fe7b82ba1b83ff6be2babf93bb4387ba4380b4038000000
g624	48	快	0b03802b1ba43baff83bc3b8ab93b8ab3ffe1b2ba90b0bd00b2ef40bb87d0b6018000000
g625	48	怪	0b3ffc2b2eac3b9e783bc7e0abafb9ab1d281b02c00b2ffc0b1ae80b2ae90b3ffe000000
g626	48	籍	0ba7a97ffffe25d9742b9bb82b9bb82baffebfcaa81f4eac7fdffc6b9eac0b0eac000000
g627	48	輝	0e2aa96ebffebfbaee2e8ae46e6ffcbfaeec3b2eec3baffc3beae9bbbffe2702c0000000
g628	48	香	1fffe00aaea43ffffc2affa86baef97eaebd0ffff00eaab00eaab00ffff00eaab0000000
g629	48	炭	242c183aaeac3ffffc2aaaa93ffffe38060039db28389b64786ed0b6f4b9228028000000
g630	48	激	28a0b01efeb012eefeb6eeed2afeec02b9ac2bfeb82ce93838eebcb6eeee718d88000000
g631	48	渇	28fffc1eeaac14fffcb4eaac28baa801bffe0dfbae2dbe4e28bace787fae7001f8000000
g632	48	搭	2c2c382cbffebf6eb96e07902ebeb92faaa9bc0aa06c3ffc2c382c6c3ffc383aac000000
g633	48	髪	2ff8a82ea3a82ea2b83ea6882ebab82aa680bffffe06eaa47eeaf46affe92fa2b8000000
g634	48	議	bf9d746abffebfaba86a6ba8bffffe6a6bb96aaeb9bfaeb9baafbdbfaebababdad000000
g635	48	殴	bffbf0baabb4baabbabadfbeb78628b3dffcbbaabcbeabb8b912e0bffbf9baaa2c000000
g636	46	奥	00a0002ffff82eaeb82deeb82ffff82eeeb82d58786abaa9bffffe0bd7e07e00bd000000
g637	46	析	0b0ab80b0fe93fee002b9ea90f8ffe2fee387b4e381b1d380b2c380b38380b1838000000
g638	46	崩	242c183aaeac3ffffc2aa6a93ffbfe3abbae3ffbfe3abbae3ffbfeb6be6e22e63d000000
g639	46	洗	2803801ebba825bffc78d3801d038000fffe0aaee90e1ee02d2ce978b8ee2460bd000000
g640	46	康	2aaea93ffffe39aea039aeb03ffffc39aeb03aaea03faeb476afe0b7edf922b828000000
g641	46	辞	2b80e03f9ffe0b0badbfe7686b9ffe0b0ae93feae93aeffe3ae0e03fe0e03800e0000000
g642	46	暴	2ffff82eaab82eaab81aeba42ffff86aeba96baae96e6db962ef891baee4193864000000
g643	46	脳	3fa2483bb69e3ba9ec3f90483bbaae3bbfae3fbade7bbbeeb3ba6e77bffe277aae000000
g644	46	寄	6aaea9bffffebabaae0aefa00f86f0bffffe6aaab90ff8b00eb8b00ea6b00002e0000000
g645	46	阻	bfbff8bbbab8b77838bb3ff8be3ab8bb7838b3bff8bbbab8b63838b0bab9b0fffe000000
g646	44	功	000380000380bfaba96e7ffe0e038e0e038e0e0b0e0e0b0e6f8e0eba6cae0024b8000000
g647	44	倉	00be006bebe92eaab80fffe00eaae00eaae00fffe02eaaa03baab0b3fff013aab0000000
g648	44	父	0241800782e01f00b47d417d26c2ad02e38000bb40007e0002fb806f92f92d0078000000
g649	44	複	0e0ea90e2ffe3ffea82baeac0baffc2eeeacbf9ba81eaffc0e2ab40e2be90e2e6c000000
g650	44	告	0e2c002eaea87ffffc242c00bffffe6aaaa91aaaa42ffff82c00382ffff82eaab8000000
g651	44	福	0e3ffe0e2aa93faffc2baeac0b2ffc1f6aa97ffffe2e7aee0e3aee0e3ffe0e3aae000000
g652	44	鉱	1e1ae92baffe76ec507facb02e6ca0bfece06eadd4aeeedc3f6eee6ffbfe7a9a88000000
g653	44	鋼	1e3ffe2bbbae76fbae7fbbae2e7ffebff9de6ebaeaaefaea3f7bfe6ff82e7ab82d000000
g654	44	逆	24747479bef82afffc009b2468eb38bcfff82caba42c6e002e6d00bbfffd20aaa8000000
g655	44	泳	280ba41e1ae0251a80782fc01daad800fefd0a2ef40e3ef82dbaed78b6dd241384000000
g656	44	勢	2b9ba46babb86de7b86b97f92b8bbabfe62d682c002ffffe1abaae2af6ae1e82fd000000
g657	44	智	2ea6a87ba7fcbffbac1be3ac7dbbfc2abaa42ffff82eaab82eaab82ffff82eaab8000000
g658	44	〝	3ee0003ee0000ca000189000000000000000000000000000000000000000000000000000
g659	42	未	0038001abaa42ffff80038002abaa83ffffc01fe0007ff906f7af9293868003800000000
g660	42	老	0038040fffec0abab40039e0bffffe6abea906e5a07ffff027aa0903aaae02fffd000000
g661	42	拷	0e03800e2ff9bfdbbd6ebffe0eabe90fefacbe1ba86e0bfc0e0aac6e01ac3d00f8000000
g662	42	汚	1d6aa80bbffc220b0078fffe1daea9001ea80a2ffc0e782c2d102c7802bc2402f4000000
g663	42	滅	2802e91eaaed12fffeb6eac026aad802a9ee2aabfc2ea9b83bbdb6b7fbee71a59d000000
g664	42	星	2ffff82eaab82ffff82eaab82ffff81eaea47ffff82aaea00bfff06aaea9bffffe000000
g665	42	腰	3fbffe3baba93bbffe3fbbae3bbffe3baba93faba97bbffeb39e74778be0276e6d000000
g666	40	申	002c001aaea82ffffc2c2c2c2ffffc2eaeac2eaeac2ffffc182c18002c00002c00000000
g667	40	斉	002c00bffffe6baae902eb806bebe93e40bc0ffff00eaab01ffff02eaab01800b0000000
g668	40	衆	01a4002ffff82eebb86eebb9bffffe0b5a007ebd5822eeb8076df46e2c7d282c18000000
g669	40	律	026ba80b7ffc2d6bad26bffe0b6bac2e3ffcbe2ba81e3ffc0e6ba90ebffe0e0380000000
g670	40	伏	0283a807839d0b03802ebffe7e6ba96e07800e0bd00e1ee00e3db80eb83d0e6018000000
g671	40	劇	02e80e2ae9ee3aeeee3fe8ee39a4ee3ffeee3ae9ee3ab8ee7abd0eb6bb6e21a13d000000
g672	40	頻	0386a93bfbfe3ba6e9bffffe6babae2bbbae7bbbfe2babae027bfe6aeaa93e4a59000000
g673	40	紛	060a702e0bb0b98e382fad2d1eaaac7edff83fa3b82a87787adb38aaaeb85e68b4000000
g674	40	鼻	0aeaa00eaab00eaab00eaab00aaaa02ebab82ebab82ffff86aeae96baae92e02c0000000
g675	40	緑	0d3ffc6c2aacba6ffc3faaad2ebffe7e96c8beeeed2a4af47baef8aaeadd5e9b84000000
g676	40	異	1aaaa42ffff82eaeb82eaeb82ffff82aeae83ffffc6aeae9bffffe2ad2e81f81b4000000
g677	40	黄	1baae42ffff86baae9bffffe1aaea42eaeb82ffff82eaeb82ffff86b41e92e00b8000000
g678	40	掃	2c3ffc2c2aacbf2ffc6e2aac2e2aa82ffffebcebae6cbffc2cb3ac6cb3b8380380000000
g679	40	鍛	2c6ef83eb9f8a7b9eabebfee2db098bfbefe6eb9aeaeb1ed7efe786fbafdbab099000000
g680	40	尿	2ffffc2eaaac2ffffc2eaaa82dab242efbb82cbbd02cebe03adbb9b9ab2d202e04000000
g681	40	詞	3fbffe2a6aaebfefee6a9a9e3fda8e2aafce2aaece3fefce3ada8e3fc06e3a803d000000
g682	40	頑	3feffe2a9ae9000ffc6a9eacbfeffc2e8eac2e8ffc2aaeac3aeffcb69b69201e19000000
g683	40	覧	3ffac03ae6fe3abba93ae6fc2aa5a80ffff00eaab00eaab00eaab00aeba97f82fd000000
g684	40	暮	6aeba96aeba90ffff00eaab00eaab00aeaa03ffffc0beae47faafd1baae40bffe0000000
g685	40	覆	bffffe2aeba93aebae2aaea92e7ffe79faa81f7aacbe3aac1eaea80e6eb80ebebd000000
g686	38	炎	002c001d2c78097e2002fb907f81bd282c081d2c380a7e7001e7802b81f92e002c000000
g687	38	偵	028ba9078bfe0b6ba82ebffc7ebaac6ebaac0ebffc0ebaac0ebffc0ea9b90e7868000000
g688	38	禁	0b00e03ffbfc2fa6f87febfd2b69e82aaaa82aaaa8bffffe6aaea96eacf824b828000000
g689	38	械	0e00e80e00ed3fbffe2e6ab92f6bb93fabbabe7fbd2e2b790e2bba0e39ee0e199d000000
g690	38	横	0e2eb80e3ffc3faeb92ebffe2f6ae93fbaeebe7ffe2e3aee0e3ffe0e6d790e2828000000
g691	38	粘	1b52c07ba2c02f92fe6ba2e9bff2c00f9ae92ffffe7fac0e7b2c0e1b2ffe0b2eae000000
g692	38	疎	2a82c03ffffe02eae90b6ffc3baaec3beaec3b2ffc3b07e03b9ff8bfeeed6806c4000000
g693	38	夜	2aaea93ffffe034d00079ffc0b2eac1f7bac7ff9f82b5ee00b0bd00b6eb90b382c000000
g694	38	踏	3fc0e83aeefd3adef83fedfe2b9ae83b9ae93beffe3b2eae7beeaebeaffe602eae000000
g695	38	訴	3fcab82a8fe9bfee006a9ea93fcffe2a8eb02a8eb03fedf43aecbe3ff8b43a98b0000000
g696	38	脂	3fec243aeff83aee493feffe3acaa83aeffe3feeae7aeffeb2eeae76effe27aeae000000
g697	36	皮	000e002ffffe2eaeae2c0e0e2eaea42ffff82ed0e028b6d0383f80bafaf923906c000000
g698	36	企	00280000be0006d7906f59f9282c280b2c000b2ff00b2ea00b2c006baea9bffffe000000
g699	36	太	002c00002c002aaea83ffffc002c00003e0000bf0001fb8007d2e06f68b9291d28000000
g700	36	件	029ac007aec00b3ffc2ebae87e22c06e02c00ebffe0e6ae90e02c00e02c00e02c0000000
g701	36	永	02fa4006ae0003fc0002ac041aae2d2fef7807af900b6ee06e2cb928ac2800b800000000
g702	36	養	0782d03ffffc1aaea41aaea4bffffe0baee47faafd23aae803ffe40b9bb90f91bc000000
g703	36	徴	0975b02ebab07abafe66feed1eaaec7efeac7db9b82efe382c39bc2efeee2da488000000
g704	36	賞	0a2ca03ffffc3aaaac2baae80bffe01aaaa42eaab82eaab82eaab81bffe47e82bd000000
g705	36	絵	0d01806c07e0ba5e783f6ead2e4bf07e8000beeffc2a5ba87b8b68aaefad5eafed000000
g706	36	旋	0e0e002e9ffe3ffea92c1aa92fcffe2ac0e92ac8e83accfc3adde0baefe9279afc000000
g707	36	栄	1824281e2cb4bffffebaaaae602c093ffffc2abfa801ff801bade47e2c7d142c04000000
g708	36	紫	1ac3942efbf82ee7996efbaebeb6fd0ab64007ebb06afeb83fffec2e38b8283828000000
g709	36	辺	24aaa878fffc280e2c000e2c681d2cbc2c2c2c782c2cb5f82e50a0bbfffd20aaa8000000
g710	36	没	283fe01e3aed25b8ee78b0bd1d6aa800bffc0a38380e2db42d0be078aef9247828000000
g711	36	塑	28dbfe6eebaebffbfe6b6baebffbfe6fae2e7e062d2eaea42ffff86aaea9bffffe000000
g712	36	雰	2ffff81aaea43ffffc3aadac3aadac0182400baae07efffd24b2d82bd6c02e4380000000
g713	36	昆	2ffff82eaab82ffff82eaab82ffff80906000eaba80ffbe80e0b096ffbae3ea7fd000000
g714	36	貼	3fe2c03ae2c03ae2fe3fe2e93ae2c03feae938effe3fee0e2ede0e7eeffe249eae000000
g715	36	列	3ff82c2ba7ac0ba7ac0ffbac2d3bacbe7bac27f3ac01e3ac02d02c6f41ac2900f8000000
g716	36	睡	6a2ab8bf2fe8bb6ba8bfbffcbb3bb8bbfffebfbbb9bb7bb8bbbffcbfaba960fffe000000
g717	36	談	bfa3846abbacbf9bd46a5ee4bfb87d6a53846ab7a8bfabe8ba8bd0bfaeb9ba6828000000
g718	34	友	00e0002aeaa83ffffc00e00002eaa402fff807e0b40a79e02d1f807abef912e068000000
